id,figure_id,code_name,character_key,alt_name,version,variant,variant_lookup,display_name,full_name,specialty,faction_id,sub_group_id,series_id,year_promoted,year_released,year_discontinued,release_context,is_mail_away,mail_in_notes,is_vehicle_driver,vehicle,notes,image_url_primary,image_url_detail,created_at,updated_at,master_target,master_notes
264,F345,Capt. Grid-Iron,,Grid-Iron,1,,,Capt. Grid-Iron v1 ,"Lydon, Terrence",Hand-To-Hand Combat Specialist,1,,10,,1990,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-15 18:09:42,1,
265,F346,Cold Front,,,1,,,Cold Front v1 ,"Donahue, Charles",Avalanche Driver,1,,10,,,,retail,0,,1,Avalanche,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
266,F347,Dial-Tone,,Sonic Fighter Dial-Tone,3,,,Dial-Tone v3 ,"Morelli, Jack S.",Radio Communications,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
267,F348,Decimator,,,1,,,Decimator v1 ,,,2,,10,,,,retail,0,,1,Hammerhead,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
268,F349,Dodger,,Sonic Fighter Dodger,2,,,Dodger v2 ,"Renwick, Richard",Laser Demolitions,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
269,F350,Drop Zone,,,1,,,Drop Zone v1 ,"Delisi, Samuel C.",Sky Patrol Weapons Specialist,1,4,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
270,F351,Free Fall,,,1,,,Free Fall v1 ,"Arndt, Phillip W.",Paratrooper,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
271,F352,Lampreys,,Lamprey or Sonic Fighter Lamprey,2,,,Lampreys v2 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
272,F353,Laser-Viper,,,1,,,Laser-Viper v1 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
273,F354,Law,,Law & Order or Sonic Fighter Law,2,,,Law v2 ,"Lavigne, Christopher M.",Military Police,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
274,F355,Major Storm,,,1,,,Major Storm v1 ,"Swanson, Robert G.",General Commander,1,,10,,,,retail,0,,1,General,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
275,F356,Metal-Head,,,1,,,Metal-Head v1 A,,,2,13,10,,1990,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-15 18:09:42,1,
276,F358,Night-Creeper,,Night Creeper,1,,,Night-Creeper v1 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
277,F359,Overlord,,,1,,,Overlord v1 ,,,2,,10,,,,retail,0,,1,Dictator,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
278,F360,Pathfinder,,,1,,,Pathfinder v1 ,"Iannotti, William V.",Jungle Assault Specialist,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
279,F361,Rampart,,,1,,,Rampart v1 ,"Felix, Dwayne A.",Shoreline Defender,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
280,F362,Range-Vipers,,Range-Viper,1,,,Range-Vipers v1 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
281,F363,Rapid-Fire,,Rapid Fire,1,,,Rapid-Fire v1 ,"London, Robbie",Fast Attack Expert,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
282,F364,Rock-Viper,,Rock Viper,1,,,Rock-Viper v1 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
283,F365,S.A.W.-Viper,,S.A.W. Viper,1,,,S.A.W.-Viper v1 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
284,F366,Salvo,,,1,,,Salvo v1 ,"Hasle, David K.",Anti-Armor Trooper,1,,10,,,,retail,1,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
285,F368,Skydive,,,1,,,Skydive v1 ,"Felix, Lynton N.",Sky Patrol Leader,1,4,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
286,F369,Static Line,,,1,,,Static Line v1 ,"Badducci, Wallace J.",Sky Patrol Demolitions Expert,1,4,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
287,F370,Stretcher,,,1,,,Stretcher v1 ,"Larivee, Thomas J.",Medical Specialist,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
288,F371,Sub-Zero,,,1,,,Sub-Zero v1 ,"Habershaw, Mark",Winter Operations Specialist,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
289,F372,Topside,,,1,,,Topside v1 ,"Blanchet, John",Navy Assault Seaman,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
290,F373,Tunnel Rat,,Sonic Fighter Tunnel Rat,3,,,Tunnel Rat v3 ,"Lee, Nicky",Explosive Ordnance Disposal,1,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
291,F374,Undertow,,,1,,,Undertow v1 ,,,2,13,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
292,F375,Updraft,,,1,,,Updraft v1 ,"Smithers, Matthew W.",Retaliator Pilot,1,,10,,,,retail,0,,1,Retaliator,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
293,F376,Vapor,,,1,,,Vapor v1 ,,,2,,10,,,,retail,0,,1,Hurricane VTOL,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
294,F377,Viper,,Sonic Fighter Viper,2,,,Viper v2 ,,,2,,10,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
295,F378,B.A.T.,,,2,,,B.A.T. v2 ,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
296,F379,Big Ben,,,1,,,Big Ben v1 ,"Bennet, David J.",Infantry,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
297,F380,Cesspool,,,1,,,Cesspool v1 ,"D'Alleva, Vincent A.",,2,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
298,F381,Clean-Sweep,,,1,,,Clean-Sweep v1 ,"Price, Daniel W.",Chemical Operations Specialist,1,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
299,F382,Cloudburst,,,1,,,Cloudburst v1 ,"Ram, Chuck",Aeronautics,1,,11,,,,retail,0,,1,Air Commandos (Cloudburst),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
300,F383,Cobra Commander,,,4,,,Cobra Commander v4 A,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
301,F385,Crimson Guard Immortal,,,1,,,Crimson Guard Immortal v1 ,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
302,F386,Desert Scorpion,,,1,,,Desert Scorpion v1 A,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
303,F388,Dusty & Sandstorm,,Dusty,3,,,Dusty & Sandstorm v3 ,"Tadur, Ronald W.",Infantry,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
304,F389,Flint,,Eco Warrior Flint,3,,,Flint v3 ,"Faireborne, Dashiell R.",Infantry,1,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
305,F390,General Hawk,,Hawk or General Hawk v1,3,,,General Hawk v3 ,"Abernathy, Clayton M.",,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
306,F391,Grunt,,,3,,,Grunt v3 ,"Graves, Robert W.",Infantry Squad Leader,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
307,F392,Heavy Duty,,,1,,,Heavy Duty v1 ,"Morris, Lamont A.",Laser Weapons Systems Operator (11H),1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
308,F393,Incinerators,,Incinerator,1,,,Incinerators v1 ,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
309,F394,Interrogator,,,1,,,Interrogator v1 ,,,2,,11,,,,retail,0,,1,Battle Copter (Interrogator),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
310,F395,Lifeline,,,3,,,Lifeline v3 ,"Steen, Edwin C.",Medic,1,,11,,,,mail_in,1,Kellog's cereal Mail order,0,,Kellog's cereal Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
311,F396,Low-Light,,,3,,,Low-Light v3 ,"MacBride, Cooper G.",Infantry (11B),1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
312,F397,Lt. Falcon,,"Falcon, Lt. Falcon v2, or Sonic Fighter Falcon",3,,,Lt. Falcon v3 ,"Falcon, Vincent R.",Infantry,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
313,F398,Major Altitude,,,1,,,Major Altitude v1 ,"Owens, Robert D.",Battle Copter Pilot,1,,11,,,,retail,0,,1,Battle Copter (Major Altitude),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
314,F399,Major Bludd,,Sonic Fighter Major Bludd,2,,,Major Bludd v2 ,"Bludd, Sebastian",Terrorist,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
315,F400,Mercer,MERCER_2,,2,,,Mercer v2 ,"Cecil, Richard S.",Mercenary,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
316,F401,Night Vulture,,,1,,,Night Vulture v1 ,,,2,,11,,,,retail,0,,1,Air Commandos (Night Vulture),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
317,F402,Ozone,,Eco Warrior Ozone,1,,,Ozone v1 ,"Kunitz, David P.",Environmental Health Specialist,1,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
318,F403,Psyche-Out,,Sonic Fighter Psyche-Out,3,,,Psyche-Out v3 ,"Rich, Kenneth D.",Psy-Ops,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
319,F405,Red Star,,,1,,,Red Star v1 ,"Krimov, Anatoly Fyodorovich",Commando Operations (Naval Infantry),3,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
320,F406,Road Pig,,Sonic Fighter Road Pig,2,,,Road Pig v2 ,"DeLuca, Donald",,4,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
321,F407,Rock 'N Roll,,Rock & Roll or Sonic Fighter Rock 'N Roll,3,,,Rock 'N Roll v3 ,"McConnel, Craig S.",Infantry,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
322,F408,Sci-Fi,,,2,,,Sci-Fi v2 ,"Pine, Seymour P.",Laser Weapons Systems Operator,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
323,F409,Sky Creeper,,,1,,,Sky Creeper v1 ,,,2,,11,,,,retail,0,,1,Air Commandos (Sky Creeper),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
324,F410,Skymate,,,1,,,Skymate v1 ,"Toner, Daniel T.",,1,,11,,,,retail,0,,1,Air Commandos (Skymate),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
325,F411,Sludge Viper,,,1,,,Sludge Viper v1 ,,,2,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
326,F412,Snake Eyes,,Snake-Eyes,4,,,Snake Eyes v4 ,Classified,Infantry,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
327,F413,Snow Serpent,,,2,,,Snow Serpent v2 ,,,2,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
328,F414,Toxo-Viper,,Eco Warrior Toxo-Viper,2,,,Toxo-Viper v2 ,,,2,5,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
329,F415,Tracker,,,1,,,Tracker v1 ,"Groen, Christopher R.",Navy S.E.A.L.,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
330,F416,Zap,,Sonic Fighter Zap,2,,,Zap v2 ,"Melendez, Rafael J.",Combat Engineer,1,,11,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
331,F417,Ace,ACE_2,,2,,,Ace v2 ,"Armbruster, Wendall L.",Battle Copter Pilot,1,,12,,,,retail,0,,1,Battle Copter (Ace),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
332,F418,Air Devil,,Cobra Air Devil,1,,,Air Devil v1 ,,,2,,12,,,,retail,0,,1,Air Commandos (Cobra Air Devil),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
333,F419,Barbecue,,Eco Warrior Barbecue,3,,,Barbecue v3 ,"Kelly, Gabriel A.",Firefighter,1,5,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
334,F420,Barricade,,,1,,,Barricade v1 ,"Holsinger, Philip M.",Bunker Buster,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
335,F421,Big Bear,,,1,,,Big Bear v1 ,"Rostoff, Grigori Ivanovich",Air Assault,3,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
336,F422,Bullet-Proof,,D.E.F. Bullet-Proof,1,,,Bullet-Proof v1 ,"Morris, Earl S.",D.E.F. Leader,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
337,F423,Cobra Commander,,Talking Cobra Commander,5,,,Cobra Commander v5 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
338,F424,Cutter,,D.E.F. Cutter,2,,,Cutter v2 ,"Stone, Skip A.",Vehicle Operations Specialist,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
339,F425,Deep Six,,Eco Warrior Deep Six,3,,,Deep Six v3 ,"Willoughby, Malcom R.",NEC: Master Diver,1,5,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
340,F426,Destro,,,3,,,Destro v3 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
341,F427,Dice,,,1,,"""Flying Dragon"" action",Dice v1 ,,,2,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
342,F428,Dojo,,,1,,,Dojo v1 A,"Russo, Michael P.",Martial Arts Weapons Specialist,1,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
343,F430,Duke,,,3,,,Duke v3 ,"Hauser, Conrad S.",Ranger,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
344,F431,Eels,,"Eel, Cobra Eel, or Cobra Eels",2,,,Eels v2 ,,Underwater Demolitions,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
345,F432,Firefly,,,2,,,Firefly v2 ,Classified,Cobra Paralyzer Driver,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
346,F433,Flak-Viper,,,1,,,Flak-Viper v1 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
347,F434,General Flagg,,,1,,,General Flagg v1 ,"Flagg III, James Longstreet",Chief Strategic Commander,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
348,F435,General Hawk,,"Hawk, General Hawk v2, or Talking Hawk",4,,,General Hawk v4 ,"Abernathy, Clayton M.",,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
349,F436,Gung-Ho,,,3,,,Gung-Ho v3 ,"LaFitte, Ettiene R.",Reconnaissance,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
350,F437,Headhunters,,Headhunter,1,,,Headhunters v1 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
351,F438,Headman,,,1,,,Headman v1 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
352,F439,Heli-Vipers,,Heli-Viper,1,,,Heli-Vipers v1 ,,,2,,12,,,,retail,0,,1,Battle Copter (Heli-Vipers),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
353,F440,Mutt & Junkyard,,Mutt or D.E.F. Mutt,3,,,Mutt & Junkyard v3 ,"Perlmutter, Stanley G.",K-9 Officer,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
354,F441,Ninja Viper,,Cobra Ninja Viper,1,,,Ninja Viper v1 A,,,2,,12,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
355,F444,Nunchuk,,,1,,,Nunchuk v1 A,"Badducci, Ralph",Self-Defense Instructor,1,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
356,F446,Overkill,,Talking Overkill,1,,,Overkill v1 ,,,2,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
357,F447,Roadblock,,,4,,,Roadblock v4 (recall),"Hinton, Marvin F.",Heavy Machine Gunner,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
358,F448,Shockwave,,D.E.F. Shockwave,3,,,Shockwave v3 ,"Faria, Jason A.",Special Weapons and Tactics,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
359,F449,Shortfuse,,Moondancer or Short-Fuze ,,,,Shortfuse (convention),,,1,,12,,,,convention,0,1992 Convention,0,,1992 Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
360,F450,Slice,,,1,,,Slice v1 A,,,2,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
361,F452,Snake Eyes,,Stalker,,,,Snake Eyes (convention),,,1,,12,,,,convention,0,1992 Convention,0,,1992 Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
362,F453,Spirit ,,Air Commando Spirit,3,,,Spirit  v3 ,"Iron-Knife, Charlie NMI",Infantry Tracker,1,,12,,,,retail,0,,1,Air Commandos (Spirit),,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
363,F454,Stalker,,Talking Stalker,3,,,Stalker v3 ,"Wilkinson, Lonzo R.",Infantry,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
364,F455,Steel Brigade,,Steel Brigade [Version 2] or Gold Head Steel Brigade,2,,"Dark blue arms & legs, gold helmet, Duke v1 chest, Airborne v1 legs",Steel Brigade v2 ,,,1,,12,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
365,F456,Storm Shadow,,Ninja Force Storm Shadow,3,,,Storm Shadow v3 A,"Arashikage, Thomas S.",Covert Operations,1,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
366,F458,T'Jbang,,,1,,"""Silent Backslash"" action",T'Jbang v1 ,"LaQuale, Sam",Martial Arts Swordsman,1,6,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
367,F459,Toxo-Zombie,,,1,,,Toxo-Zombie v1 ,,,2,5,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
368,F460,Tripwire,,Blades ,,,,Tripwire (convention),,,1,,12,,,,convention,0,1992 Convention,0,,1992 Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
369,F461,Undercover Scarlett,,Scarlett or Quarrel ,,,,Undercover Scarlett (convention),,,1,,12,,,,convention,0,1992 Convention,0,,1992 Convention,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
370,F462,Wet-Suit,,,3,,,Wet-Suit v3 ,"Forrest, Brian M.",UDT (Underwater Demolitions),1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
371,F463,Wild Bill,,,2,,,Wild Bill v2 ,"Hardy, William S.",Air Cavalry Scout,1,,12,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
372,F464,Ace,ACE_1,,3,,,Ace v3 ,"Armbruster, Brad J.",Fixed Wing Pilot,1,10,13,,,,retail,0,,1,Ghoststriker X-16,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
373,F465,Alley Viper,,,2,,,Alley Viper v2 ,,Urban Assault Trooper,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
374,F466,Ambush,,Dino Hunter Ambush,2,,,Ambush v2 ,"McMahon, Aaron",Camouflage Specialist,1,,13,,,,retail,0,Toys R Us,1,Dino-Hunter Mission Playset,Toys R Us exclusive,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
375,F467,Astro Viper,,Astro-Viper or Star Brigade Astro Viper,2,,,Astro Viper v2,,,2,9,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
376,F468,B.A.A.T.,,Cobra B.A.A.T. or Armor-Tech B.A.A.T.,1,,,B.A.A.T. v1 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
377,F469,Backblast,,,2,,,Backblast v2 A,"Menninger, Edward J.",Air Defense Artillery,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
378,F471,Balrog,,,1,,,Balrog v1 ,,,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
379,F472,Banzai,,,1,,"""Suzushi Slam"" action",Banzai v1 ,"Traavano, Robert J.",First-Strike Commando,1,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
380,F473,Barricade,,,2,,,Barricade v2 ,"Holsinger, Philip M.",Bunker Buster,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
381,F474,Bazooka,,,3,,,Bazooka v3 ,"Katzenbogen, David L.",Heavy Weapons Specialist,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
382,F475,Beach-Head,,Beach Head,2,,,Beach-Head v2 ,"Sneeden, Wayne R.",Small Arms Armorer,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
383,F476,Big Bear,,,2,,,Big Bear v2 ,"Rostoff, Grigori Ivanovich",Air Assault,3,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
384,F477,Big Ben,,,2,,,Big Ben v2 ,"Bennet, David J.",Infantry,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
385,F478,Bio-Vipers,,Bio-Viper,1,,,Bio-Vipers v1 ,,Bio-Genetic Mega-Marine Hunters,2,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
386,F479,Blanka,,,1,,,Blanka v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
387,F480,Blanka,,Championship Edition Blanka,2,,,Blanka v2 ,,,1,,13,,,,retail,0,,1,Beast Blaster,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
388,F481,Blast-Off,,,1,,,Blast-Off v1 ,"Thompson, Jeffrey D.",Flame Thrower,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
389,F482,Budo,,,2,,,Budo v2 ,"Jesso, Kyle A.",Infantry,1,,13,,,,mail_in,1,Mail order,0,,Mail order,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
390,F483,Bullet-Proof,,,2,,,Bullet-Proof v2 ,"Morris, Earl S.",Battle Corps Leader,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
391,F484,Bushido,,,1,,,Bushido v1 ,"Goldfine, Lloyd S.",Cold Weather Specialist,1,6,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
392,F485,Chun Li,,,1,,,Chun Li v1 ,,,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
393,F486,Chun Li,,Championship Edition Chun Li,2,,,Chun Li v2 ,,,1,,13,,,,retail,0,,1,Beast Blaster,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
394,F487,Clutch,,Mega Marine Clutch,3,,,Clutch v3 A,"Steinberg, Lance J.",Transportation Engineer,1,,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
395,F489,Cobra Commander,,,6,,,Cobra Commander v6 ,,,2,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
396,F490,Colonel Courage,,,1,,,Colonel Courage v1 ,"Mewett, Cliff V.",Administrative Strategist,1,10,13,,,,retail,0,,0,,,,,2026-07-10 21:49:12,2026-07-10 21:49:12,1,
